Grant Number	Group	Modality	GEO accession	SRA accession	PRIDE accession	OMERO accession	Other database	Other database accession	DOI	PMID	Pub Year	Title	Abstract	MeSH Keywords	MeSH Extracted	PubMed Keywords	Authors	Author Affiliation	RCR	Total Citations	Journal Name	Journal Volume	Journal Issue	Journal Pages
U19MH106434	Group 3								10.1038/s41380-019-0485-2	31444471	2021	Structural interaction between DISC1 and ATF4 underlying transcriptional and synaptic dysregulation in an iPSC model of mental disorders.	Psychiatric disorders are a collection of heterogeneous mental disorders arising from a contribution of genetic and environmental insults, many of which molecularly converge on transcriptional dysregulation, resulting in altered synaptic functions. The underlying mechanisms linking the genetic lesion and functional phenotypes remain largely unknown. Patient iPSC-derived neurons with a rare frameshift DISC1 (Disrupted-in-schizophrenia 1) mutation have previously been shown to exhibit aberrant gene expression and deficits in synaptic functions. How DISC1 regulates gene expression is largely unknown. Here we show that Activating Transcription Factor 4 (ATF4), a DISC1 binding partner, is more abundant in the nucleus of DISC1 mutant human neurons and exhibits enhanced binding to a collection of dysregulated genes. Functionally, overexpressing ATF4 in control neurons recapitulates deficits seen in DISC1 mutant neurons, whereas transcriptional and synaptic deficits are rescued in DISC1 mutant neurons with CRISPR-mediated heterozygous ATF4 knockout. By solving the high-resolution atomic structure of the DISC1-ATF4 complex, we show that mechanistically, the mutation of DISC1 disrupts normal DISC1-ATF4 interaction, and results in excessive ATF4 binding to DNA targets and deregulated gene expression. Together, our study identifies the molecular and structural basis of an DISC1-ATF4 interaction underlying transcriptional and synaptic dysregulation in an iPSC model of mental disorders.	Activating Transcription Factor 4;Humans;Induced Pluripotent Stem Cells;Mental Disorders;Nerve Tissue Proteins;Neurons	Activating Transcription Factor 4;Clustered Regularly Interspaced Short Palindromic Repeats;Collection;DNA;Exhibition;Gene Expression;Genes;Genetics;Humans;Induced Pluripotent Stem Cells;Mental Disorders;Mutation;Nerve Tissue Proteins;Neurons;Patients;Phenotype;Schizophrenia		Wang, Xinyuan;Ye, Fei;Wen, Zhexing;Guo, Ziyuan;Yu, Chuan;Huang, Wei-Kai;Rojas Ringeling, Francisca;Su, Yijing;Zheng, Wei;Zhou, Guomin;Christian, Kimberly M;Song, Hongjun;Zhang, Mingjie;Ming, Guo-Li	[Fudan University, University of Pennsylvania];[Hong Kong University of Science and Technology];[Emory University School of Medicine];[University of Pennsylvania];[Hong Kong University of Science and Technology];[Johns Hopkins School of Medicine, University of Pennsylvania];[Johns Hopkins School of Medicine];[University of Pennsylvania];[National Center for Advancing Translational Sciences, National Institutes of Health];[Fudan University];[University of Pennsylvania];[University of Pennsylvania];[Hong Kong University of Science and Technology];[University of Pennsylvania]	3.96	14	Molecular psychiatry	26	4	1346-1360
U19MH106434	Group 3								10.1038/s41380-020-00981-3	33398088	2021	Deficient LEF1 expression is associated with lithium resistance and hyperexcitability in neurons derived from bipolar disorder patients.	Bipolar disorder (BD) is a psychiatric condition characterized by depressive and manic episodes that affect 2% of the world population. The first-line long-term treatment for mood stabilization is lithium (Li). Induced pluripotent stem cell modeling of BD using hippocampal dentate gyrus-like neurons derived from Li-responsive (LR) and Li-non-responsive (NR) patients previously showed neuronal hyperexcitability. Li treatment reversed hyperexcitability only on the LR neurons. In this study we searched for specific targets of Li resistance in NR neurons and found that the activity of Wnt/β-catenin signaling pathway was severely affected, with a significant decrease in expression of LEF1. Li targets the Wnt/β-catenin signaling pathway by inhibiting GSK-3β and releasing β-catenin that forms a nuclear complex with TCF/LEF1, activating the Wnt/β-catenin transcription program. Therefore, we propose that downregulation of LEF1 may account for Li resistance in NR neurons. Our results show that valproic acid (VPA), a drug used to treat NR patients that also acts downstream of GSK-3β, upregulated LEF1 and Wnt/β-catenin gene targets, increased transcriptional activity of complex β-catenin/TCF/LEF1, and reduced excitability in NR neurons. In addition, decreasing LEF1 expression in control neurons using shLEF1 caused hyperexcitability, confirming that the impact of VPA on excitability in NR neurons was connected to changes in LEF1 and in the Wnt/β-catenin pathway. Our results suggest that LEF1 may be a useful target for the discovery of new drugs for BD treatment.	Bipolar Disorder;Glycogen Synthase Kinase 3 beta;Humans;Lithium;Lymphoid Enhancer-Binding Factor 1;Neurons;Wnt Signaling Pathway;beta Catenin	Affect;Bipolar Disorder;Dentate Gyrus;Down-Regulation;Form;Genes;Glycogen Synthase Kinase 3 beta;Humans;Induced Pluripotent Stem Cells;Lithium;Lymphoid Enhancer-Binding Factor 1;Manic Episode;Mood;Neurons;News;Patients;Pharmaceutical Preparations;Population;Program;Therapeutics;Valproic Acid;Wnt Signaling Pathway;Wnt beta-Catenin Signaling Pathway;beta Catenin		Santos, Renata;Linker, Sara B;Stern, Shani;Mendes, Ana P D;Shokhirev, Maxim N;Erikson, Galina;Randolph-Moore, Lynne;Racha, Vipula;Kim, Yeni;Kelsoe, John R;Bang, Anne G;Alda, M;Marchetto, Maria C;Gage, Fred H	[Inserm, Salk Institute for Biological Studies, University of Paris];[Salk Institute for Biological Studies];[Salk Institute for Biological Studies, University of Haifa];[Salk Institute for Biological Studies];[Salk Institute for Biological Studies];[Salk Institute for Biological Studies];[Salk Institute for Biological Studies];[Salk Institute for Biological Studies];[Dongguk University, Salk Institute for Biological Studies];[University of California, San Diego];[Sanford Burnham Prebys Medical Discovery Institute];[Dalhousie University];[Salk Institute for Biological Studies, University of California, San Diego];[Salk Institute for Biological Studies]	3.44	11	Molecular psychiatry	26	6	2440-2456
U19MH106434	Group 3								10.1038/s41380-020-00862-9	32839513	2021	Inositol monophosphatase 1 (IMPA1) mutation in intellectual disability patients impairs neurogenesis but not gliogenesis.	A homozygous mutation in the inositol monophosphatase 1 (IMPA1) gene was recently identified in nine individuals with severe intellectual disability (ID) and disruptive behavior. These individuals belong to the same family from Northeastern Brazil, which has 28 consanguineous marriages and 59 genotyped family members. IMPA1 is responsible for the generation of free inositol from de novo biosynthesis and recycling from inositol polyphosphates and participates in the phosphatidylinositol signaling pathway. To understand the role of IMPA1 deficiency in ID, we generated induced pluripotent stem cells (iPSCs) from patients and neurotypical controls and differentiated these into hippocampal dentate gyrus-like neurons and astrocytes. IMPA1-deficient neuronal progenitor cells (NPCs) revealed substantial deficits in proliferation and neurogenic potential. At low passage NPCs (P1 to P3), we observed cell cycle arrest, apoptosis, progressive change to a glial morphology and reduction in neuronal differentiation. These observations were validated by rescuing the phenotype with myo-inositol supplemented media during differentiation of patient-derived iPSCs into neurons and by the reduction of neurogenic potential in control NPCs-expressing shIMPA1. Transcriptome analysis showed that NPCs and neurons derived from ID patients have extensive deregulation of gene expression affecting pathways necessary for neurogenesis and upregulation of gliogenic genes. IMPA1 deficiency did not affect cell cycle progression or survival in iPSCs and glial progenitor cells or astrocyte differentiation. Therefore, this study shows that the IMPA1 mutation specifically affects NPC survival and neuronal differentiation.	Cell Differentiation;Humans;Intellectual Disability;Mutation;Neurogenesis;Phosphoric Monoester Hydrolases	Affect;Apoptosis;Astrocytes;Brazil;Cell Cycle;Cell Cycle Arrest;Cell Differentiation;Consanguineous Marriage;Dentate Gyrus;Disruptive Behavior;Family;Family Members;Gene Expression;Gene Expression Profiling;Generations;Genes;Humans;Id;Induced Pluripotent Stem Cells;Inositol;Intellectual Disability;Mutation;Neurogenesis;Neurons;Observation;Patients;Phenotype;Phosphatidylinositols;Phosphoric Monoester Hydrolases;Polyphosphates;Recycling;Role;Stem Cells;Survival;Up-Regulation		Figueiredo, Thalita;Mendes, Ana P D;Moreira, Danielle P;Goulart, Ernesto;Oliveira, Danyllo;Kobayashi, Gerson S;Stern, Shani;Kok, Fernando;Marchetto, Maria C;Santos, Renata;Gage, Fred H;Zatz, Mayana	[Federal University of Alagoas, Salk Institute for Biological Studies, University of São Paulo];[Salk Institute for Biological Studies];[University of São Paulo];[University of São Paulo];[University of São Paulo];[University of São Paulo];[Salk Institute for Biological Studies, University of Haifa];[University of São Paulo];[Salk Institute for Biological Studies];[Inserm, Salk Institute for Biological Studies, University of Paris];[Salk Institute for Biological Studies];[University of São Paulo]		1	Molecular psychiatry	26	7	3558-3571
U19MH106434	Group 3	Genomics, Electrophysiology							10.1038/s41467-021-21713-3	33658519	2021	Pharmacological rescue in patient iPSC and mouse models with a rare DISC1 mutation.	We previously identified a causal link between a rare patient mutation in DISC1 (disrupted-in-schizophrenia 1) and synaptic deficits in cortical neurons differentiated from isogenic patient-derived induced pluripotent stem cells (iPSCs). Here we find that transcripts related to phosphodiesterase 4 (PDE4) signaling are significantly elevated in human cortical neurons differentiated from iPSCs with the DISC1 mutation and that inhibition of PDE4 or activation of the cAMP signaling pathway functionally rescues synaptic deficits. We further generated a knock-in mouse line harboring the same patient mutation in the Disc1 gene. Heterozygous Disc1 mutant mice exhibit elevated levels of PDE4s and synaptic abnormalities in the brain, and social and cognitive behavioral deficits. Pharmacological inhibition of the PDE4 signaling pathway rescues these synaptic, social and cognitive behavioral abnormalities. Our study shows that patient-derived isogenic iPSC and humanized mouse disease models are integral and complementary for translational studies with a better understanding of underlying molecular mechanisms.	Animals;Behavior, Animal;Cerebral Cortex;Cyclic Nucleotide Phosphodiesterases, Type 4;Disease Models, Animal;Female;Gene Expression;Humans;Induced Pluripotent Stem Cells;Male;Mice, Mutant Strains;Mutation;Nerve Tissue Proteins;Neurons;Phosphodiesterase 4 Inhibitors;Rolipram;Schizophrenia;Synapses	Adenosine Monophosphate;Animals;Behavior, Animal;Brain;Cerebral Cortex;Comprehension;Cyclic Nucleotide Phosphodiesterases, Type 4;Disease;Disease Models, Animal;Exhibition;Female;Gene Expression;Genes;Humans;Induced Pluripotent Stem Cells;Male;Mice;Mice, Mutant Strains;Mutation;Nerve Tissue Proteins;Neurons;Patients;Phosphodiesterase 4 Inhibitors;Rolipram;Schizophrenia;Synapses		Kim, Nam-Shik;Wen, Zhexing;Liu, Jing;Zhou, Ying;Guo, Ziyuan;Xu, Chongchong;Lin, Yu-Ting;Yoon, Ki-Jun;Park, Junhyun;Cho, Michelle;Kim, Minji;Wang, Xinyuan;Yu, Huimei;Sakamuru, Srilatha;Christian, Kimberly M;Hsu, Kuei-Sen;Xia, Menghang;Li, Weidong;Ross, Christopher A;Margolis, Russell L;Lu, Xin-Yun;Song, Hongjun;Ming, Guo-Li	[Korea Institute of Science and Technology, University of Pennsylvania];[Emory University School of Medicine];[University of Texas Health Science Center at San Antonio];[Johns Hopkins School of Medicine, Shanghai Jiao Tong University];[University of Pennsylvania];[Emory University School of Medicine];[Johns Hopkins School of Medicine, National Cheng Kung University];[Korea Institute of Science and Technology, University of Pennsylvania];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[University of Pennsylvania];[Johns Hopkins School of Medicine];[National Center for Advancing Translational Sciences, National Institutes of Health];[University of Pennsylvania];[National Cheng Kung University];[National Center for Advancing Translational Sciences, National Institutes of Health];[Shanghai Jiao Tong University];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[Augusta University, University of Texas Health Science Center at San Antonio];[University of Pennsylvania];[University of Pennsylvania]		3	Nature communications	12	1	1398
U19MH106434	Group 3	Genomics	GSE166939						10.1016/j.biopsych.2021.04.023	34247782	2021	CYFIP1 Dosages Exhibit Divergent Behavioral Impact via Diametric Regulation of NMDA Receptor Complex Translation in Mouse Models of Psychiatric Disorders.	Gene dosage imbalance caused by copy number variations (CNVs) is a prominent contributor to brain disorders. In particular, 15q11.2 CNV duplications and deletions have been associated with autism spectrum disorder and schizophrenia, respectively. The mechanism underlying these diametric contributions remains unclear. We established both loss-of-function and gain-of-function mouse models of Cyfip1, one of four genes within 15q11.2 CNVs. To assess the functional consequences of altered CYFIP1 levels, we performed systematic investigations on behavioral, electrophysiological, and biochemical phenotypes in both mouse models. In addition, we utilized RNA immunoprecipitation sequencing (RIP-seq) analysis to reveal molecular targets of CYFIP1 in vivo. Cyfip1 loss-of-function and gain-of function mouse models exhibited distinct and shared behavioral abnormalities related to autism spectrum disorder and schizophrenia. RIP-seq analysis identified messenger RNA targets of CYFIP1 in vivo, including postsynaptic NMDA receptor (NMDAR) complex components. In addition, these mouse models showed diametric changes in levels of postsynaptic NMDAR complex components at synapses because of dysregulated protein translation, resulting in bidirectional alteration of NMDAR-mediated signaling. Importantly, pharmacological balancing of NMDAR signaling in these mouse models with diametric Cyfip1 dosages rescues behavioral abnormalities. CYFIP1 regulates protein translation of NMDAR and associated complex components at synapses to maintain normal synaptic functions and behaviors. Our integrated analyses provide insight into how gene dosage imbalance caused by CNVs may contribute to divergent neuropsychiatric disorders.		Autism Spectrum Disorder;Behavior;Brain Diseases;Classification;Exhibition;Gene Dosage;Genes;Immunoprecipitation;Mental Disorders;Mice;Phenotype;Protein Biosynthesis;RNA;RNA, Messenger;RNA-Binding Proteins;Receptors, N-Methyl-D-Aspartate;Regulation;Schizophrenia;Synapses;Translations	Autism spectrum disorder;Gene dosage;NMDA receptor;RNA binding protein;Schizophrenia;Synaptic protein translation	Kim, Nam-Shik;Ringeling, Francisca Rojas;Zhou, Ying;Nguyen, Ha Nam;Temme, Stephanie J;Lin, Yu-Ting;Eacker, Stephen;Dawson, Valina L;Dawson, Ted M;Xiao, Bo;Hsu, Kuei-Sen;Canzar, Stefan;Li, Weidong;Worley, Paul;Christian, Kimberly M;Yoon, Ki-Jun;Song, Hongjun;Ming, Guo-Li	[University of Pennsylvania];[Johns Hopkins School of Medicine, Ludwig Maximilians University of Munich];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[University of Pennsylvania];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[Johns Hopkins School of Medicine];[National Cheng Kung University];[Ludwig Maximilians University of Munich];[Shanghai Jiao Tong University];[Johns Hopkins School of Medicine];[University of Pennsylvania];[University of Pennsylvania];[University of Pennsylvania];[University of Pennsylvania]		0	Biological psychiatry			
U19MH106434	Group 3	Review							10.1016/j.semcdb.2020.05.026	32561297	2021	Modeling neurological disorders using brain organoids.	Neurological disorders are challenging to study given the complexity and species-specific features of the organ system. Brain organoids are three dimensional structured aggregates of neural tissue that are generated by self-organization and differentiation from pluripotent stem cells under optimized culture conditions. These brain organoids exhibit similar features of structural organization and cell type diversity as the developing human brain, creating opportunities to recapitulate disease phenotypes that are not otherwise accessible. Here we review the initial attempt in the field to apply brain organoid models for the study of many different types of human neurological disorders across a wide range of etiologies and pathophysiologies. Forthcoming advancements in both brain organoid technology as well as analytical methods have significant potentials to advance the understanding of neurological disorders and to uncover opportunities for meaningful therapeutic intervention.	Brain;Cell Differentiation;Ependymoglial Cells;Gene Expression Regulation;Humans;Models, Biological;Mutation;Neoplasms;Nerve Tissue Proteins;Nervous System Diseases;Neurodegenerative Diseases;Neurons;Organoids;Pluripotent Stem Cells;Primary Cell Culture;Virus Diseases	Brain;Cell Differentiation;Cells;Comprehension;Culture;Disease;Ependymoglial Cells;Exhibition;Gene Expression Regulation;Humans;Methods;Models, Biological;Mutation;Neoplasms;Nerve Tissue Proteins;Nervous System Diseases;Neurodegenerative Diseases;Neurons;Organizations;Organoids;Phenotype;Pluripotent Stem Cells;Primary Cell Culture;Review;Self;Stem Cells;Technology;Therapeutics;Tissues;Virus Diseases	3D culture;Brain organoid;Disease modeling;Neurological disease;Stem cell	Zhang, Daniel Y;Song, Hongjun;Ming, Guo-Li	[Perelman School of Medicine, University of Pennsylvania];[Perelman School of Medicine, University of Pennsylvania];[Perelman School of Medicine, University of Pennsylvania]	1.47	5	Seminars in cell & developmental biology	111		4-14
U19MH106434	Group 3	Review							10.1016/bs.ctdb.2020.12.011	33706925	2021	Building the brain from scratch: Engineering region-specific brain organoids from human stem cells to study neural development and disease.	Human brain development is an intricate process that involves precisely timed coordination of cell proliferation, fate specification, neuronal differentiation, migration, and integration of diverse cell types. Understanding of these fundamental processes, however, has been largely constrained by limited access to fetal brain tissue and the inability to prospectively study neurodevelopment in humans at the molecular, cellular and system levels. Although non-human model organisms have provided important insights into mechanisms underlying brain development, these systems do not fully recapitulate many human-specific features that often relate to disease. To address these challenges, human brain organoids, self-assembled three-dimensional neural aggregates, have been engineered from human pluripotent stem cells to model the architecture and cellular diversity of the developing human brain. Recent advancements in neural induction and regional patterning using small molecules and growth factors have yielded protocols for generating brain organoids that recapitulate the structure and neuronal composition of distinct brain regions. Here, we first provide an overview of early mammalian brain development with an emphasis on molecular cues that guide region specification. We then focus on recent efforts in generating human brain organoids that model the development of specific brain regions and highlight endeavors to enhance the cellular complexity to better mimic the in vivo developing human brain. We also provide examples of how organoid models have enhanced our understanding of human neurological diseases and conclude by discussing limitations of brain organoids with our perspectives on future advancements to maximize their potential.	Brain;Humans;Organoids;Stem Cells	Address;Architecture;Brain;Brain Diseases;Cell Proliferation;Cells;Comprehension;Cues;Disease;Engineering;Future;Growth Factors;Humans;Organoids;Pluripotent Stem Cells;Self;Stem Cells;Tissues	Brain organoids;Developmental brain disorders;Neural development;Patterning;Pluripotent stem cells	Jacob, Fadi;Schnoll, Jordan G;Song, Hongjun;Ming, Guo-Li	[Johns Hopkins School of Medicine, Perelman School of Medicine, University of Pennsylvania];[Perelman School of Medicine, University of Pennsylvania];[Perelman School of Medicine, University of Pennsylvania];[Perelman School of Medicine, University of Pennsylvania]		3	Current topics in developmental biology	142		477-530
U01MH115727	Group 4	Imaging							10.1016/j.xpro.2021.100947	34841275	2021	Optogenetic axon guidance in embryonic zebrafish.	Axons form the long-range connections of biological neuronal networks, which are built through the developmental process of axon guidance. Here, we describe a protocol to precisely and non-invasively control axonal growth trajectories in live zebrafish embryos using focal light activation of a photoactivatable Rac1. We outline techniques for photostimulation, time-lapse imaging, and immunohistochemistry. These approaches enable engineering of long-range axonal circuitry or repair of defective circuits in living zebrafish, despite a milieu of competing endogenous signals and repulsive barriers. For complete details on the use and execution of this protocol, please refer to Harris et al. (2020).	Animals;Axon Guidance;Embryo, Nonmammalian;Female;Image Processing, Computer-Assisted;Immunohistochemistry;Male;Optogenetics;Time-Lapse Imaging;Zebrafish	Animals;Axon Guidance;Axons;Biopharmaceuticals;Developmental Biology;Embryo;Embryo, Nonmammalian;Engineering;Female;Form;Growth;Image Processing, Computer-Assisted;Immunohistochemistry;Light;Male;Microscopy;Molecular Biology;Neurosciences;Optogenetics;Outline;Time-Lapse Imaging;Zebrafish	Developmental biology;Microscopy;Model Organisms;Molecular Biology;Neuroscience	Harris, James M;Yu-Der Wang, Andy;Arlotta, Paola	[Broad Institute of MIT and Harvard, Harvard Medical School, Harvard University, Stanley Center for Psychiatric Research at Broad Institute];[Harvard University];[Broad Institute of MIT and Harvard, Harvard University, Stanley Center for Psychiatric Research at Broad Institute]		1	STAR protocols	2	4	100947
U01MH115727	Group 4								10.1176/appi.ajp.2020.20111608	33384012	2021	Autism Spectrum Disorder Genetics and the Search for Pathological Mechanisms.	Recent progress in the identification of genes and genomic regions contributing to autism spectrum disorder (ASD) has had a broad impact on our understanding of the nature of genetic risk for a range of psychiatric disorders, on our understanding of ASD biology, and on defining the key challenges now facing the field in efforts to translate gene discovery into an actionable understanding of pathology. While these advances have not yet had a transformative impact on clinical practice, there is nonetheless cause for real optimism: reliable lists of risk genes are large and growing rapidly; the identified encoded proteins have already begun to point to a relatively small number of areas of biology, where parallel advances in neuroscience and functional genomics are yielding profound insights; there is strong evidence pointing to mid-fetal prefrontal cortical development as one nexus of vulnerability for some of the largest-effect ASD risk genes; and there are multiple plausible paths forward toward rational therapeutics development that, while admittedly challenging, constitute fundamental departures from what was possible prior to the era of successful gene discovery.	Autism Spectrum Disorder;Genes;Genetic Predisposition to Disease;Humans	Autism Spectrum Disorder;Biology;Candidate Gene Identification;Comprehension;Genes;Genetic Predisposition to Disease;Genetics;Genomics;Humans;Mental Disorders;Nature;Neurodevelopmental Disorders;Neurosciences;Optimism;Pathology;Proteins;Risk;Therapeutics	Autism Spectrum Disorder;Genetics/Genomics;Neurodevelopmental Disorders	Manoli, Devanand S;State, Matthew W	[University of California, San Francisco];[University of California, San Francisco]	4.24	13	The American journal of psychiatry	178	1	30-38
U01MH115746	Group 5								10.1038/s41380-019-0576-0	31705054	2021	Transcriptomic networks implicate neuronal energetic abnormalities in three mouse models harboring autism and schizophrenia-associated mutations.	Genetic risk for psychiatric illness is complex, so identification of shared molecular pathways where distinct forms of genetic risk might coincide is of substantial interest. A growing body of genetic and genomic studies suggest that such shared molecular pathways exist across disorders with different clinical presentations, such as schizophrenia and autism spectrum disorder (ASD). But how this relates to specific genetic risk factors is unknown. Further, whether some of the molecular changes identified in brain relate to potentially confounding antemortem or postmortem factors are difficult to prove. We analyzed the transcriptome from the cortex and hippocampus of three mouse lines modeling human copy number variants (CNVs) associated with schizophrenia and ASD: Df(h15q13)/+, Df(h22q11)/+, and Df(h1q21)/+ which carry the 15q13.3 deletion, 22q11.2 deletion, and 1q21.1 deletion, respectively. Although we found very little overlap of differential expression at the level of individual genes, gene network analysis identified two cortical and two hippocampal modules of co-expressed genes that were dysregulated across all three mouse models. One cortical module was associated with neuronal energetics and firing rate, and overlapped with changes identified in postmortem human brain from SCZ and ASD patients. These data highlight aspects of convergent gene expression in mouse models harboring major risk alleles, and strengthen the connection between changes in neuronal energetics and neuropsychiatric disorders in humans.	Animals;Autism Spectrum Disorder;Autistic Disorder;Chromosome Deletion;Humans;Mice;Schizophrenia;Transcriptome	Alleles;Animals;Autism Spectrum Disorder;Autistic Disorder;Brain;Chromosome Deletion;Form;Gene Expression;Gene Regulatory Networks;Genes;Genetics;Genomics;Hippocampus;Humans;Mental Disorders;Mice;Mutation;Patients;Risk;Risk Factors;Schizophrenia;Transcriptome		Gordon, Aaron;Forsingdal, Annika;Klewe, Ib Vestergaard;Nielsen, Jacob;Didriksen, Michael;Werge, Thomas;Geschwind, Daniel H	[University of California, Los Angeles];[Capital Region of Denmark, H. Lundbeck A/S];[H. Lundbeck A/S];[H. Lundbeck A/S];[H. Lundbeck A/S];[Capital Region of Denmark, H. Lundbeck A/S, Natural History Museum of Denmark, University of Copenhagen];[David Geffen School of Medicine, University of California, Los Angeles]	3.94	13	Molecular psychiatry	26	5	1520-1534
U01MH115746	Group 5								10.1016/j.biopsych.2020.10.002	33272361	2021	Polygenicity in Psychiatry-Like It or Not, We Have to Understand It.		Multifactorial Inheritance;Psychiatry	Multifactorial Inheritance;Psychiatry		Gandal, Michael J;Geschwind, Daniel H	[David Geffen School of Medicine, Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles];[David Geffen School of Medicine, Semel Institute for Neuroscience and Human Behavior, University of California, Los Angeles]		2	Biological psychiatry	89	1	2-4
U01MH115746	Group 5								10.1186/s13059-020-02257-z	33514394	2021	Evolutionary conservation and divergence of the human brain transcriptome.	Mouse models have allowed for the direct interrogation of genetic effects on molecular, physiological, and behavioral brain phenotypes. However, it is unknown to what extent neurological or psychiatric traits may be human- or primate-specific and therefore which components can be faithfully recapitulated in mouse models. We compare conservation of co-expression in 116 independent data sets derived from human, mouse, and non-human primate representing more than 15,000 total samples. We observe greater changes occurring on the human lineage than mouse, and substantial regional variation that highlights cerebral cortex as the most diverged region. Glia, notably microglia, astrocytes, and oligodendrocytes are the most divergent cell type, three times more on average than neurons. We show that cis-regulatory sequence divergence explains a significant fraction of co-expression divergence. Moreover, protein coding sequence constraint parallels co-expression conservation, such that genes with loss of function intolerance are enriched in neuronal, rather than glial modules. We identify dozens of human neuropsychiatric and neurodegenerative disease risk genes, such as COMT, PSEN-1, LRRK2, SHANK3, and SNCA, with highly divergent co-expression between mouse and human and show that 3D human brain organoids recapitulate in vivo co-expression modules representing several human cell types. We identify robust co-expression modules reflecting whole-brain and regional patterns of gene expression. Compared with those that represent basic metabolic processes, cell-type-specific modules, most prominently glial modules, are the most divergent between species. These data and analyses serve as a foundational resource to guide human disease modeling and its interpretation.	Animals;Astrocytes;Brain;Catechol O-Methyltransferase;Cerebral Cortex;Evolution, Molecular;Gene Expression Profiling;Humans;Leucine-Rich Repeat Serine-Threonine Protein Kinase-2;Mice;Microfilament Proteins;Nerve Tissue Proteins;Neurodegenerative Diseases;Neurons;Presenilin-1;Primates;Transcriptome;alpha-Synuclein	Animals;Astrocytes;Brain;Catechol O-Methyltransferase;Cells;Cerebral Cortex;Coding;Dataset;Disease;Evolution, Molecular;Gene Expression;Gene Expression Profiling;Genes;Genetics;Genomics;Humans;Leucine-Rich Repeat Serine-Threonine Protein Kinase-2;Metabolism;Mice;Microfilament Proteins;Microglia;Nerve Tissue Proteins;Neurodegenerative Diseases;Neuroglia;Neurons;Neurosciences;Oligodendroglia;Organoids;Phenotype;Presenilin-1;Primates;Proteins;Resources;Risk;Time;Transcriptome;alpha-Synuclein	Co-expression;Disease;Evolution;Genomics;Neuroscience;Transcriptome	Pembroke, William G;Hartl, Christopher L;Geschwind, Daniel H	[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles];[David Geffen School of Medicine, University of California, Los Angeles]	2.42	7	Genome biology	22	1	52
U01MH115746	Group 5								10.1038/s41593-021-00871-z	34183867	2021	Enhanced hippocampal theta rhythmicity and emergence of eta oscillation in virtual reality.	Hippocampal theta rhythm is a therapeutic target because of its vital role in neuroplasticity, learning and memory. Curiously, theta differs across species. Here we show that theta rhythmicity is greatly amplified when rats run in virtual reality. A novel eta rhythm emerged in the CA1 cell layer, primarily in interneurons. Thus, multisensory experience governs hippocampal rhythms. Virtual reality can be used to boost or control brain rhythms and to alter neural dynamics, wiring and plasticity.	Animals;Brain Waves;Hippocampus;Male;Rats;Rats, Long-Evans;Virtual Reality	Animals;Brain;Brain Waves;Cells;Hippocampus;Interneurons;Learning;Male;Memory;Neuronal Plasticity;Periodicity;Rats;Rats, Long-Evans;Role;Therapeutics;Theta Rhythm;Virtual Reality		Safaryan, Karen;Mehta, Mayank R	[University of California, Los Angeles];[UCLA Brain Research Institute, University of California, Los Angeles]		3	Nature neuroscience	24	8	1065-1070
